physics_marks,math_marks,english_marks,total_score
48,76,92,216
36,97,86,219
55,61,54,170
67,30,42,139
32,83,66,181
95,75,59,229
72,70,41,183
91,70,94,255
53,37,47,137
68,61,91,220
97,59,53,209
73,75,89,237
34,81,46,161
84,90,89,263
59,42,38,139
58,69,81,208
55,90,44,189
55,73,57,185
66,91,38,195
82,73,85,240
59,77,65,201
32,88,85,205
72,86,49,207
36,40,84,160
78,54,89,221
70,90,64,224
83,75,30,188
98,83,74,255
56,63,98,217
37,36,69,142
61,91,67,219
93,86,53,232
39,34,33,106
42,64,98,204
92,66,42,200
64,89,50,203
90,94,61,245
83,45,67,195
37,59,61,157
58,71,86,215
70,90,77,237
59,77,59,195
50,91,67,208
40,93,73,206
31,86,55,172
79,97,31,207
70,75,72,217
95,57,72,224
32,32,92,156
80,66,87,233
97,77,77,251
54,48,34,136
59,46,64,169
40,69,45,154
46,79,78,203
55,58,89,202
52,80,80,212
85,71,88,244
81,58,93,232
77,95,42,214
49,46,55,150
31,60,99,190
60,81,32,173
56,68,41,165
31,89,70,190
33,80,94,207
42,45,92,179
64,43,79,186
95,71,76,242
35,80,37,152
60,53,60,173
39,72,40,151
50,48,46,144
52,90,56,198
32,92,56,180
61,55,85,201
49,64,98,211
58,96,76,230
81,85,48,214
75,69,86,230
63,58,60,181
90,35,45,170
99,81,74,254
40,30,56,126
92,81,90,263
50,53,55,158
32,63,58,153
39,36,73,148
56,40,58,154
41,65,31,137
36,49,35,120
46,92,38,176
94,92,44,230
93,98,87,278
55,59,31,145
44,59,32,135
62,51,81,194
91,90,84,265
76,50,82,208
64,66,69,199
94,56,68,218
54,64,72,190
86,67,42,195
61,89,66,216
92,99,84,275
41,61,61,163
92,56,43,191
30,32,94,156
80,78,56,214
99,59,53,211
37,51,51,139
97,48,74,219
34,60,37,131
68,49,96,213
52,48,93,193
97,31,76,204
81,69,50,200
33,68,61,162
76,83,74,233
50,56,73,179
85,41,70,196
95,46,81,222
88,39,40,167
36,48,47,131
78,59,40,177
45,59,56,160
46,54,72,172
63,95,94,252
62,64,83,209
55,80,58,193
95,56,50,201
92,39,58,189
70,72,38,180
87,84,90,261
39,35,91,165
44,35,34,113
71,77,44,192
86,31,86,203
46,80,34,160
89,90,49,228
38,48,33,119
65,31,85,181
65,80,63,208
77,55,69,201
80,99,98,277
99,49,97,245
97,52,51,200
51,83,43,177
35,44,97,176
55,35,37,127
32,64,96,192
81,37,75,193
89,86,58,233
92,79,41,212
94,78,81,253
81,50,87,218
43,65,31,139
97,98,30,225
57,87,84,228
39,92,63,194
86,45,93,224
95,35,97,227
79,81,41,201
43,31,79,153
45,47,50,142
83,64,39,186
72,68,99,239
71,30,43,144
51,66,69,186
97,50,59,206
48,30,43,121
95,33,81,209
68,87,46,201
48,30,91,169
45,42,51,138
83,75,82,240
54,76,61,191
47,36,84,167
52,80,51,183
40,32,67,139
68,79,79,226
97,55,95,247
54,60,74,188
92,91,37,220
59,55,94,208
74,96,69,239
90,84,34,208
80,57,74,211
38,73,75,186
31,67,65,163
34,59,46,139
91,95,70,256
98,37,59,194
81,43,81,205
34,91,49,174
88,92,65,245
97,95,95,287
38,69,74,181
51,42,33,126
56,46,79,181
39,44,84,167
90,62,88,240
80,45,71,196
39,42,31,112
35,52,75,162
91,65,31,187
34,72,79,185
99,79,30,208
92,42,42,176
85,59,99,243
88,86,51,225
92,59,46,197
88,39,88,215
80,95,99,274
79,68,32,179
33,66,99,198
77,32,78,187
61,63,79,203
80,67,64,211
81,43,52,176
63,93,36,192
65,68,79,212
99,83,39,221
72,31,84,187
45,72,48,165
88,82,52,222
82,32,93,207
48,70,62,180
70,37,95,202
76,92,38,206
83,94,58,235
84,33,47,164
48,97,58,203
91,39,90,220
88,79,34,201
94,52,98,244
97,90,85,272
57,76,81,214
47,32,44,123
55,46,49,150
48,51,45,144
84,45,54,183
86,32,86,204
35,81,50,166
30,62,34,126
37,71,38,146
80,31,40,151
54,68,94,216
76,75,92,243
84,77,55,216
93,56,48,197
39,44,45,128
85,36,85,206
41,86,97,224
62,71,59,192
46,38,36,120
90,35,41,166
39,86,53,178
60,59,51,170
89,84,76,249
99,83,59,241
46,56,89,191
79,88,68,235
66,36,49,151
91,69,55,215
58,31,78,167
61,43,98,202
40,39,71,150
35,79,35,149
64,47,82,193
62,47,63,172
47,45,98,190
66,81,39,186
42,98,57,197
93,81,32,206
30,60,77,167
92,52,95,239
63,71,64,198
39,91,81,211
36,79,91,206
85,44,81,210
66,73,76,215
58,71,83,212
41,74,57,172
46,64,52,162
77,51,64,192
55,67,61,183
41,99,31,171
50,93,45,188
71,36,45,152
90,73,80,243
87,36,96,219
83,95,83,261
63,89,49,201
36,30,62,128
64,91,37,192
44,47,53,144
94,36,82,212
54,83,93,230
88,96,87,271
35,39,66,140
81,90,41,212
50,88,33,171
61,88,60,209
82,98,67,247
88,92,66,246
98,37,43,178
91,84,53,228
33,35,39,107
47,30,67,144
85,85,72,242
53,39,66,158
95,52,71,218
42,45,61,148
91,45,43,179
83,85,33,201
44,35,53,132
98,59,39,196
32,92,45,169
66,30,68,164
66,80,47,193
32,75,54,161
92,50,36,178
64,67,85,216
81,98,76,255
57,92,32,181
47,79,30,156
65,41,62,168
62,98,88,248
93,73,61,227
55,81,46,182
77,38,46,161
69,94,50,213
46,39,84,169
69,75,35,179
36,87,78,201
86,66,55,207
37,81,61,179
85,42,73,200
60,35,88,183
88,87,58,233
87,77,46,210
41,61,47,149
77,40,69,186
60,34,92,186
92,35,74,201
68,50,32,150
49,71,32,152
77,56,67,200
83,32,69,184
58,89,97,244
77,95,83,255
85,78,49,212
46,63,44,153
38,66,34,138
63,71,68,202
74,94,69,237
38,89,36,163
36,30,62,128
45,88,66,199
48,33,61,142
35,43,72,150
40,47,92,179
90,63,65,218
71,30,78,179
42,82,54,178
41,51,95,187
49,90,38,177
79,51,47,177
65,79,51,195
98,45,44,187
66,57,36,159
41,99,42,182
69,71,65,205
83,95,45,223
31,64,70,165
79,49,50,178
70,31,57,158
74,36,46,156
38,78,94,210
91,38,42,171
76,56,65,197
34,31,87,152
30,97,49,176
73,89,81,243
51,78,35,164
67,31,52,150
48,46,71,165
60,49,53,162
96,61,34,191
71,80,61,212
55,71,75,201
42,92,46,180
87,90,56,233
47,91,97,235
96,32,52,180
32,55,63,150
84,77,50,211
87,37,51,175
92,34,94,220
81,40,61,182
53,71,91,215
38,70,57,165
66,48,36,150
82,77,83,242
53,82,99,234
50,84,43,177
69,90,84,243
91,61,87,239
99,75,73,247
98,65,75,238
43,47,43,133
71,47,73,191
79,41,70,190
90,75,31,196
33,84,34,151
46,67,41,154
86,31,76,193
77,38,64,179
73,34,48,155
74,48,92,214
62,68,37,167
60,71,52,183
76,46,42,164
35,92,52,179
63,75,60,198
82,49,59,190
43,99,71,213
45,37,31,113
72,48,40,160
41,61,54,156
99,48,58,205
48,53,51,152
70,53,48,171
82,85,70,237
58,47,67,172
99,41,58,198
88,70,51,209
93,77,37,207
53,93,76,222
45,45,35,125
81,52,36,169
35,68,65,168
66,62,37,165
33,53,75,161
67,90,93,250
70,84,60,214
43,90,52,185
80,69,90,239
94,87,79,260
81,30,75,186
59,54,72,185
86,82,39,207
59,90,49,198
71,75,45,191
40,89,32,161
56,80,59,195
53,77,47,177
68,69,88,225
47,36,99,182
74,48,64,186
41,44,48,133
78,99,55,232
60,90,64,214
51,85,86,222
73,39,78,190
93,75,39,207
54,86,58,198
80,64,97,241
36,32,53,121
35,95,72,202
53,82,68,203
48,81,54,183
38,82,97,217
65,83,63,211
69,76,82,227
53,32,84,169
77,94,82,253
92,44,47,183
98,63,36,197
82,79,92,253
83,62,71,216
71,32,40,143
74,31,38,143
43,33,64,140
58,45,94,197
35,83,34,152
36,62,55,153
66,38,80,184
82,86,67,235
47,69,32,148
67,81,88,236
88,45,42,175
30,37,64,131
97,89,32,218
73,65,82,220
76,32,84,192
64,44,74,182
89,52,95,236
81,32,96,209
37,59,73,169
70,74,97,241
32,46,91,169
98,87,54,239
43,87,81,211
55,86,79,220
99,36,30,165
87,68,68,223
69,87,81,237
80,85,69,234
34,44,89,167
61,73,98,232
30,41,49,120
83,37,31,151
40,70,38,148
82,63,68,213
37,75,59,171
54,58,83,195
69,45,87,201
61,34,73,168
57,34,72,163
32,59,39,130
91,79,77,247
56,34,46,136
74,42,34,150
54,78,99,231
90,79,93,262
73,43,95,211
75,75,33,183
43,63,57,163
37,76,67,180
77,89,95,261
43,40,96,179
94,79,89,262
36,33,76,145
78,70,54,202
84,88,95,267
42,89,96,227
85,91,98,274
85,54,69,208
44,62,79,185
86,48,69,203
87,86,66,239
64,44,98,206
45,70,46,161
37,98,91,226
74,89,70,233
69,51,71,191
83,72,60,215
43,61,62,166
88,42,72,202
82,67,96,245
56,55,67,178
76,34,70,180
35,78,92,205
84,34,69,187
73,77,59,209
47,47,76,170
45,35,51,131
41,95,84,220
49,71,72,192
74,81,90,245
93,40,61,194
88,55,33,176
51,50,74,175
76,95,49,220
58,69,94,221
74,85,89,248
38,80,55,173
53,49,52,154
44,86,69,199
65,34,31,130
42,43,55,140
73,53,91,217
65,97,73,235
90,81,60,231
69,77,55,201
56,76,34,166
30,89,99,218
63,32,64,159
97,38,45,180
50,53,60,163
62,33,43,138
36,38,54,128
94,30,47,171
32,64,79,175
80,41,49,170
83,47,85,215
88,39,31,158
35,47,55,137
58,53,52,163
46,30,61,137
89,45,42,176
51,44,42,137
53,91,46,190
80,34,87,201
79,74,56,209
40,81,46,167
85,36,67,188
71,56,43,170
68,42,43,153
98,46,41,185
77,73,98,248
86,42,97,225
50,34,84,168
49,62,92,203
44,33,58,135
98,55,74,227
80,97,33,210
91,45,45,181
66,51,95,212
35,65,52,152
55,87,97,239
37,84,49,170
33,64,46,143
50,54,81,185
60,90,35,185
50,47,68,165
54,87,63,204
44,86,83,213
64,92,94,250
78,41,58,177
72,40,70,182
70,42,92,204
66,64,61,191
86,56,95,237
71,96,74,241
76,74,46,196
90,96,72,258
43,51,95,189
97,71,97,265
82,49,63,194
63,77,30,170
53,47,52,152
49,99,35,183
98,35,45,178
59,68,31,158
36,40,56,132
65,54,48,167
67,84,57,208
81,87,64,232
44,66,97,207
75,45,78,198
52,99,36,187
41,66,66,173
73,82,54,209
44,45,70,159
78,47,91,216
50,48,70,168
44,73,43,160
43,31,83,157
71,87,31,189
44,39,77,160
92,75,80,247
97,48,84,229
56,67,41,164
82,66,98,246
81,74,30,185
92,63,88,243
82,31,63,176
86,73,75,234
81,56,88,225
72,77,95,244
36,36,48,120
71,56,57,184
33,47,69,149
98,62,86,246
34,62,80,176
70,54,51,175
33,43,97,173
31,67,37,135
96,67,89,252
50,33,94,177
99,91,65,255
72,39,58,169
98,64,94,256
38,52,85,175
57,94,33,184
55,54,79,188
32,82,68,182
78,46,64,188
46,86,54,186
92,49,73,214
84,54,76,214
52,71,69,192
63,74,60,197
98,60,98,256
44,94,72,210
76,81,84,241
32,50,45,127
57,59,97,213
32,32,98,162
33,99,71,203
60,72,70,202
74,58,79,211
88,32,35,155
74,87,82,243
66,62,46,174
94,74,86,254
38,98,96,232
46,61,45,152
94,81,81,256
32,93,63,188
55,69,49,173
82,42,85,209
60,58,80,198
55,92,82,229
52,55,78,185
59,88,33,180
39,78,47,164
93,82,65,240
51,60,64,175
44,41,59,144
85,87,92,264
49,65,50,164
76,39,81,196
82,35,98,215
82,36,70,188
30,60,83,173
31,32,59,122
87,76,85,248
48,30,70,148
91,74,43,208
41,83,50,174
55,79,54,188
56,36,79,171
58,92,82,232
44,44,77,165
75,96,99,270
30,59,77,166
89,97,33,219
86,65,53,204
32,96,60,188
47,34,58,139
81,54,34,169
89,40,96,225
63,95,82,240
89,57,93,239
55,89,64,208
48,39,41,128
51,79,76,206
62,68,84,214
67,66,98,231
64,92,67,223
96,90,58,244
39,67,41,147
44,62,48,154
40,74,38,152
53,73,58,184
33,30,32,95
42,82,59,183
86,76,87,249
66,62,82,210
77,96,33,206
30,44,86,160
89,43,83,215
41,52,57,150
50,83,45,178
40,37,42,119
73,83,85,241
87,65,82,234
73,81,77,231
63,35,54,152
54,57,95,206
33,79,59,171
93,67,32,192
45,59,52,156
39,83,58,180
95,75,70,240
64,57,40,161
35,46,50,131
48,77,53,178
88,73,94,255
82,89,30,201
37,89,83,209
39,34,63,136
96,98,97,291
67,99,58,224
58,36,32,126
44,82,40,166
52,46,37,135
75,88,91,254
57,38,62,157
55,51,37,143
39,74,54,167
76,88,55,219
33,42,55,130
84,41,46,171
95,65,58,218
96,39,72,207
36,45,34,115
84,48,79,211
60,35,85,180
48,33,92,173
57,59,86,202
57,75,74,206
48,56,66,170
49,74,65,188
42,66,62,170
72,38,35,145
40,90,74,204
77,64,36,177
44,76,94,214
46,50,53,149
83,46,74,203
79,84,90,253
57,35,48,140
33,64,61,158
51,79,59,189
68,66,94,228
63,42,61,166
73,54,86,213
71,30,49,150
69,78,59,206
41,64,88,193
31,82,91,204
57,81,96,234
96,83,60,239
39,76,95,210
86,72,83,241
66,49,39,154
93,62,67,222
69,45,60,174
89,36,58,183
77,99,54,230
48,50,61,159
62,65,46,173
73,83,74,230
66,48,78,192
65,54,47,166
50,96,81,227
31,82,49,162
60,77,91,228
59,71,42,172
73,76,72,221
41,71,50,162
80,31,35,146
78,35,82,195
53,75,81,209
53,95,98,246
89,69,38,196
40,87,75,202
42,62,59,163
93,91,72,256
49,41,88,178
57,78,67,202
31,34,63,128
72,80,75,227
37,98,61,196
42,61,45,148
64,78,68,210
52,89,30,171
75,75,86,236
44,97,49,190
31,70,71,172
90,96,63,249
93,42,79,214
81,47,40,168
65,80,72,217
96,65,39,200
98,63,37,198
96,41,48,185
76,34,94,204
31,77,84,192
73,69,81,223
93,42,32,167
57,55,82,194
83,43,73,199
96,40,77,213
65,67,83,215
92,86,45,223
54,51,59,164
77,45,57,179
68,58,45,171
76,31,80,187
50,83,62,195
59,31,54,144
60,32,47,139
55,85,55,195
51,40,35,126
50,61,67,178
30,33,73,136
66,38,96,200
75,85,72,232
38,45,35,118
46,39,93,178
76,65,42,183
88,53,94,235
83,93,67,243
41,85,93,219
93,51,43,187
35,81,46,162
82,79,42,203
45,76,35,156
34,52,35,121
75,48,66,189
43,81,86,210
73,63,82,218
92,58,75,225
81,90,33,204
55,64,63,182
82,34,95,211
58,36,92,186
48,70,90,208
76,31,71,178
37,39,93,169
52,73,46,171
64,99,90,253
82,64,59,205
87,91,72,250
34,49,36,119
45,64,75,184
46,66,52,164
61,83,65,209
81,57,43,181
49,99,49,197
95,61,85,241
30,40,61,131
87,71,54,212
73,52,78,203
35,59,86,180
79,38,56,173
49,88,56,193
43,57,75,175
34,62,74,170
70,76,55,201
69,51,43,163
63,58,77,198
74,63,44,181
56,71,80,207
73,81,83,237
62,76,40,178
62,80,57,199
73,74,84,231
49,63,98,210
65,50,55,170
36,42,99,177
61,83,61,205
96,54,77,227
68,50,41,159
53,30,99,182
99,87,90,276
83,98,63,244
67,42,74,183
61,81,89,231
74,52,94,220
90,50,42,182
99,35,77,211
82,49,78,209
80,69,87,236
85,38,99,222
56,79,90,225
67,57,55,179
91,40,68,199
47,85,87,219
93,64,56,213
59,54,69,182
78,48,60,186
70,60,32,162
42,79,44,165
63,92,83,238
54,76,99,229
95,30,40,165
47,87,59,193
34,39,64,137
48,37,72,157
71,55,90,216
47,63,69,179
61,48,71,180
50,30,71,151
39,77,32,148
66,54,50,170
78,53,82,213
42,76,73,191
84,98,75,257
46,96,66,208
38,61,67,166
73,46,67,186
75,90,40,205
37,98,74,209
66,40,93,199
48,67,73,188
92,97,91,280
75,48,90,213
55,46,41,142
75,42,38,155
75,30,96,201
43,31,31,105
92,95,37,224
32,97,72,201
57,45,47,149
58,33,81,172
47,86,68,201
64,52,60,176
76,31,43,150
34,96,93,223
88,55,73,216
88,36,89,213
76,73,31,180
42,62,61,165
62,93,65,220
91,65,84,240
45,33,92,170
73,52,98,223
87,54,69,210
35,56,53,144
44,80,87,211
33,98,57,188
85,52,91,228
93,38,54,185
97,62,36,195
63,64,67,194
85,79,74,238
61,53,61,175
38,53,61,152
92,48,30,170
62,68,74,204
50,90,93,233
84,54,97,235
86,54,36,176
31,56,67,154
42,61,99,202
33,40,82,155
79,98,59,236
77,62,51,190
59,48,87,194
58,45,84,187
37,40,75,152
41,98,55,194
70,84,93,247
55,54,38,147
79,63,44,186
31,41,48,120
84,50,45,179
85,58,54,197
43,80,80,203
35,52,75,162
90,62,36,188
41,37,63,141
42,71,87,200
48,98,52,198
73,70,52,195
88,92,46,226
66,43,42,151
54,91,56,201
45,75,95,215
67,96,59,222
72,82,33,187
43,81,96,220
35,36,43,114
52,83,40,175
89,40,69,198
41,54,32,127
42,88,30,160
35,95,38,168
92,56,30,178
67,87,45,199
79,40,75,194
81,84,39,204
69,48,62,179
37,68,70,175
90,99,80,269
37,40,51,128
63,43,45,151
89,89,91,269
86,65,82,233
75,70,43,188
51,31,88,170
69,86,55,210
74,89,73,236
84,49,49,182
80,51,34,165
34,33,94,161
42,85,40,167
57,87,76,220
91,94,39,224
53,87,90,230
36,59,74,169
67,48,76,191
66,91,63,220
97,97,42,236
71,73,52,196
34,90,65,189
93,50,92,235
79,39,76,194
44,59,95,198
82,53,43,178
54,77,82,213
38,84,95,217
67,81,78,226
51,67,45,163
78,96,97,271
97,37,72,206
44,58,94,196
94,39,38,171
83,98,50,231
59,97,72,228
49,78,95,222
62,87,33,182
36,64,36,136
37,79,87,203
57,69,33,159
74,41,49,164
40,45,64,149
60,77,88,225
41,30,74,145
80,94,43,217
73,51,51,175
79,44,77,200
46,96,59,201
64,43,58,165
30,48,65,143
58,69,71,198
80,33,58,171
93,62,36,191
33,72,61,166
57,66,42,165
45,95,42,182
92,56,83,231
82,74,43,199
46,79,35,160
69,92,45,206
42,35,70,147
81,96,81,258
87,96,45,228
66,88,34,188
90,42,53,185
63,50,72,185
99,93,94,286
46,66,39,151
49,77,88,214
88,85,64,237
98,73,60,231
62,42,40,144
46,33,38,117
86,62,95,243
30,66,73,169
42,82,45,169
56,53,77,186
99,80,82,261
88,70,94,252
35,58,77,170
52,88,99,239
39,69,75,183
80,80,62,222
48,79,81,208
80,65,84,229
97,89,80,266
71,47,69,187
86,49,54,189
97,34,92,223
67,47,51,165
91,69,67,227
36,30,38,104
79,48,66,193
81,55,34,170
55,58,51,164
55,88,41,184
48,92,89,229
38,91,73,202
90,77,51,218
49,91,35,175
79,47,56,182
51,95,84,230
42,56,44,142
41,35,93,169
39,99,46,184
94,88,32,214
59,35,39,133
37,60,92,189
50,85,92,227
51,83,91,225
47,70,38,155
95,47,53,195
77,52,61,190
73,65,32,170
38,54,62,154
96,36,72,204
83,49,41,173
55,34,61,150
55,47,49,151
63,62,96,221
37,64,97,198
39,94,46,179
77,92,48,217
84,70,33,187
83,79,46,208
69,59,93,221
44,67,51,162
47,64,95,206
52,95,71,218
91,75,74,240
75,37,40,152
68,97,82,247
44,66,89,199
82,42,58,182
93,74,49,216
92,58,34,184
45,70,54,169
99,85,63,247
95,45,41,181
42,41,57,140
76,95,35,206
38,91,48,177
92,48,41,181
63,59,54,176
58,45,42,145
66,42,32,140
72,98,53,223
93,52,37,182
53,91,74,218
63,60,30,153
77,82,32,191
41,46,94,181
52,78,44,174
42,78,79,199
74,96,49,219
94,55,32,181
76,42,90,208
87,67,44,198
34,51,88,173
34,58,83,175
89,74,89,252
50,75,66,191
53,68,50,171
47,98,52,197
50,97,47,194
83,68,46,197
39,49,60,148
53,97,93,243
89,64,77,230
86,37,55,178
52,81,51,184
51,69,74,194
97,65,65,227
63,35,93,191
99,99,64,262
57,45,56,158
68,75,97,240
71,88,46,205
52,67,99,218
99,47,40,186
31,41,34,106
53,83,87,223
46,76,86,208
94,30,43,167
99,44,30,173
98,50,45,193
89,30,55,174
79,96,78,253
41,41,71,153
76,57,99,232
96,68,95,259
94,66,82,242
56,89,38,183
77,60,98,235
91,87,69,247
73,40,85,198
48,58,34,140
88,42,85,215
37,80,34,151
84,83,98,265
76,48,81,205
31,87,62,180
68,65,51,184
74,57,44,175
61,97,94,252
